Emerald Crossbow,Bladebow,https://static.wikia.nocookie.net/dynastywarriors/images/3/33/Blade_Bow_-_3rd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174156
Fluttering Rush,Bladebow,https://static.wikia.nocookie.net/dynastywarriors/images/1/19/Blade_Bow_-_2nd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174156
Narukami Boon,Bladebow,https://static.wikia.nocookie.net/dynastywarriors/images/3/33/Blade_Bow_-_3rd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174156
Peng Wing,Bladebow,https://static.wikia.nocookie.net/dynastywarriors/images/5/51/Blade_Bow_-_4th_Weapon_%28DW8%29.png/revision/latest?cb=20161005174157
Phoenix Wing,Bladebow,https://static.wikia.nocookie.net/dynastywarriors/images/7/7f/Blade_Bow_-_5th_Weapon_%28DW8%29.png/revision/latest?cb=20161005174308
Steel Crossbow,Bladebow,https://static.wikia.nocookie.net/dynastywarriors/images/d/dc/Blade_Bow_-_1st_Weapon_%28DW8%29.png/revision/latest?cb=20161005174156
Steel Flash Crossbow,Bladebow,https://static.wikia.nocookie.net/dynastywarriors/images/1/19/Blade_Bow_-_2nd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174156
Blooming Desire,Bomb,https://static.wikia.nocookie.net/dynastywarriors/images/2/24/Bomb_-_3rd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174353
Clay Bomb,Bomb,https://static.wikia.nocookie.net/dynastywarriors/images/e/e9/Bomb_-_1st_Weapon_%28DW8%29.png/revision/latest?cb=20161005174311
Demon Bomb,Bomb,https://static.wikia.nocookie.net/dynastywarriors/images/b/b3/Bomb_-_5th_Weapon_%28DW8%29.png/revision/latest?cb=20161005174353
Destruction Bomb,Bomb,https://static.wikia.nocookie.net/dynastywarriors/images/e/e3/Bomb_-_DLC_Weapon_2_%28DW8%29.png/revision/latest?cb=20161005174354
Ego Booster,Bomb,https://static.wikia.nocookie.net/dynastywarriors/images/6/68/Bomb_-_2nd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174352
Field Goal,Bomb,https://static.wikia.nocookie.net/dynastywarriors/images/c/c1/Bomb_-_DLC_Weapon_%28DW8%29.png/revision/latest?cb=20161005174354
Heavenly Star,Bomb,https://static.wikia.nocookie.net/dynastywarriors/images/f/f3/Bomb_-_4th_Weapon_%28DW8%29.png/revision/latest?cb=20161005174353
Shard Bomb,Bomb,https://static.wikia.nocookie.net/dynastywarriors/images/6/68/Bomb_-_2nd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174352
Typhoon Grenade,Bomb,https://static.wikia.nocookie.net/dynastywarriors/images/2/24/Bomb_-_3rd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174353
Unavoidable Bomb,Bomb,https://static.wikia.nocookie.net/dynastywarriors/images/c/cc/Bomb_-_6th_Weapon_%28DW8XL%29.png/revision/latest?cb=20161005174354
Eagle Boomerang,Boomerang,https://static.wikia.nocookie.net/dynastywarriors/images/1/12/Boomerang_-_1st_Weapon_%28DW8%29.png/revision/latest?cb=20161005174355
Enchanted Lotus,Boomerang,https://static.wikia.nocookie.net/dynastywarriors/images/b/b2/Boomerang_-_6th_Weapon_%28DW8XL%29.png/revision/latest?cb=20161005174437
Flying Shadow,Boomerang,https://static.wikia.nocookie.net/dynastywarriors/images/e/ea/Boomerang_-_2nd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174355
Hawk Boomerang,Boomerang,https://static.wikia.nocookie.net/dynastywarriors/images/e/ea/Boomerang_-_2nd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174355
Heaven's Return,Boomerang,https://static.wikia.nocookie.net/dynastywarriors/images/5/5d/Boomerang_-_5th_Weapon_%28DW8%29.png/revision/latest?cb=20161005174437
Iron Boomerang,Boomerang,https://static.wikia.nocookie.net/dynastywarriors/images/1/12/Boomerang_-_1st_Weapon_%28DW8%29.png/revision/latest?cb=20161005174355
Shard Boomerang,Boomerang,https://static.wikia.nocookie.net/dynastywarriors/images/5/56/Boomerang_-_DLC_Weapon_2_%28DW8%29.png/revision/latest?cb=20161005174438
Travel Bag,Boomerang,https://static.wikia.nocookie.net/dynastywarriors/images/d/d4/Boomerang_-_DLC_Weapon_%28DW8%29.png/revision/latest?cb=20161005174437
Trident Tusk,Boomerang,https://static.wikia.nocookie.net/dynastywarriors/images/2/28/Boomerang_-_4th_Weapon_%28DW8%29.png/revision/latest?cb=20161005174436
Triple Edge,Boomerang,https://static.wikia.nocookie.net/dynastywarriors/images/a/a0/Boomerang_-_3rd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174356
Beam Bow,Bow,https://static.wikia.nocookie.net/dynastywarriors/images/b/b3/Bow_-_DLC_Weapon_%28DW8%29.png/revision/latest?cb=20161005174527
Demon Hunter,Bow,https://static.wikia.nocookie.net/dynastywarriors/images/e/e5/Bow_-_5th_Weapon_%28DW8%29.png/revision/latest?cb=20161005174440
Dragonbasin,Bow,https://static.wikia.nocookie.net/dynastywarriors/images/a/ad/Bow_-_2nd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174439
Jeweled Dragon Bow,Bow,https://static.wikia.nocookie.net/dynastywarriors/images/4/47/Bow_-_DLC_Weapon_2_%28DW8%29.png/revision/latest?cb=20161005174528
Long Bow,Bow,https://static.wikia.nocookie.net/dynastywarriors/images/6/6a/Bow_-_1st_Weapon_%28DW8%29.png/revision/latest?cb=20161005174438
Qilin Bow,Bow,https://static.wikia.nocookie.net/dynastywarriors/images/8/8c/Bow_-_4th_Weapon_%28DW8%29.png/revision/latest?cb=20161005174439
Recurve Bow,Bow,https://static.wikia.nocookie.net/dynastywarriors/images/a/ad/Bow_-_2nd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174439
Treasure Bow,Bow,https://static.wikia.nocookie.net/dynastywarriors/images/6/6a/Bow_-_1st_Weapon_%28DW8%29.png/revision/latest?cb=20161005174438
Violent Torrent,Bow,https://static.wikia.nocookie.net/dynastywarriors/images/6/6a/Bow_-_1st_Weapon_%28DW8%29.png/revision/latest?cb=20161005174438
Violet Dragon Bow,Bow,https://static.wikia.nocookie.net/dynastywarriors/images/2/2c/Bow_-_6th_Weapon_%28DW8XL%29.png/revision/latest?cb=20161005174527
Wind Shooter,Bow,https://static.wikia.nocookie.net/dynastywarriors/images/7/76/Bow_-_3rd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174439
Bow of Destruction,Bow & Rod,https://static.wikia.nocookie.net/dynastywarriors/images/0/00/Rod_%26_Bow_-_5th_Weapon_%28DW8%29.png/revision/latest?cb=20161005181451
Dawn Bringer,Bow & Rod,https://static.wikia.nocookie.net/dynastywarriors/images/2/25/Rod_%26_Bow_-_6th_Weapon_%28DW8XL%29.png/revision/latest?cb=20161005181451
Heavenly Bow,Bow & Rod,https://static.wikia.nocookie.net/dynastywarriors/images/0/01/Rod_%26_Bow_-_4th_Weapon_%28DW8%29.png/revision/latest?cb=20161005181450
Heaven's Drill,Bow & Rod,https://static.wikia.nocookie.net/dynastywarriors/images/2/29/Rod_%26_Bow_-_2nd_Weapon_%28DW8%29.png/revision/latest?cb=20161005181449
Iron Bow,Bow & Rod,https://static.wikia.nocookie.net/dynastywarriors/images/3/38/Rod_%26_Bow_-_1st_Weapon_%28DW8%29.png/revision/latest?cb=20161005181420
Penknife,Bow & Rod,https://static.wikia.nocookie.net/dynastywarriors/images/5/5e/Rod_%26_Bow_-_DLC_Weapon_%28DW8%29.png/revision/latest?cb=20161005181451
Sacred Lion Bow,Bow & Rod,https://static.wikia.nocookie.net/dynastywarriors/images/7/73/Rod_%26_Bow_-_DLC_Weapon_2_%28DW8%29.png/revision/latest?cb=20161005181452
Seabringer,Bow & Rod,https://static.wikia.nocookie.net/dynastywarriors/images/8/84/Rod_%26_Bow_-_3rd_Weapon_%28DW8%29.png/revision/latest?cb=20161005181450
Spiked Bow,Bow & Rod,https://static.wikia.nocookie.net/dynastywarriors/images/8/84/Rod_%26_Bow_-_3rd_Weapon_%28DW8%29.png/revision/latest?cb=20161005181450
Steel Bow,Bow & Rod,https://static.wikia.nocookie.net/dynastywarriors/images/2/29/Rod_%26_Bow_-_2nd_Weapon_%28DW8%29.png/revision/latest?cb=20161005181449
Bamboo Brush,Brush,https://static.wikia.nocookie.net/dynastywarriors/images/2/28/Brush_-_1st_Weapon_%28DW8%29.png/revision/latest?cb=20161005174528
Birds & Beasts,Brush,https://static.wikia.nocookie.net/dynastywarriors/images/2/25/Brush_-_2nd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174528
Cedar Brush,Brush,https://static.wikia.nocookie.net/dynastywarriors/images/2/25/Brush_-_2nd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174528
Emperor Brush,Brush,https://static.wikia.nocookie.net/dynastywarriors/images/5/58/Brush_-_4th_Weapon_%28DW8%29.png/revision/latest?cb=20161005174529
Heavenly Brush,Brush,https://static.wikia.nocookie.net/dynastywarriors/images/1/19/Brush_-_5th_Weapon_%28DW8%29.png/revision/latest?cb=20161005174529
Kingfisher Brush,Brush,https://static.wikia.nocookie.net/dynastywarriors/images/7/79/Brush_-_DLC_Weapon_2_%28DW8%29.png/revision/latest?cb=20161005174605
Kiseru Pipe,Brush,https://static.wikia.nocookie.net/dynastywarriors/images/0/06/Brush_-_DLC_Weapon_%28DW8%29.png/revision/latest?cb=20161005174530
Nature's Beauty,Brush,https://static.wikia.nocookie.net/dynastywarriors/images/2/28/Brush_-_1st_Weapon_%28DW8%29.png/revision/latest?cb=20161005174528
Precious Frost Brush,Brush,https://static.wikia.nocookie.net/dynastywarriors/images/3/32/Brush_-_6th_Weapon_%28DW8XL%29.png/revision/latest?cb=20161005174530
Tiger Brush,Brush,https://static.wikia.nocookie.net/dynastywarriors/images/8/8e/Brush_-_3rd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174529
Aqua Cutter,Chain & Sickle,https://static.wikia.nocookie.net/dynastywarriors/images/7/74/Chain_%26_Sickle_-_6th_Weapon_%28DW8XL%29.png/revision/latest?cb=20161005174607
Dark Mantis,Chain & Sickle,https://static.wikia.nocookie.net/dynastywarriors/images/1/13/Chain_%26_Sickle_-_1st_Weapon_%28DW8%29.png/revision/latest?cb=20161005174605
Dark Thresher,Chain & Sickle,https://static.wikia.nocookie.net/dynastywarriors/images/1/1d/Chain_%26_Sickle_-_3rd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174606
Flying Ivy,Chain & Sickle,https://static.wikia.nocookie.net/dynastywarriors/images/6/64/Chain_%26_Sickle_-_2nd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174606
Gas Pump,Chain & Sickle,https://static.wikia.nocookie.net/dynastywarriors/images/a/a2/Chain_%26_Sickle_-_DLC_Weapon_%28DW8%29.png/revision/latest?cb=20161005174607
Gloom Sickle,Chain & Sickle,https://static.wikia.nocookie.net/dynastywarriors/images/9/93/Chain_%26_Sickle_-_DLC_Weapon_2_%28DW8%29.png/revision/latest?cb=20161005174608
Harvest Sickle,Chain & Sickle,https://static.wikia.nocookie.net/dynastywarriors/images/1/13/Chain_%26_Sickle_-_1st_Weapon_%28DW8%29.png/revision/latest?cb=20161005174605
Heavenly Sickle,Chain & Sickle,https://static.wikia.nocookie.net/dynastywarriors/images/0/0d/Chain_%26_Sickle_-_5th_Weapon_%28DW8%29.png/revision/latest?cb=20161005174607
Hunting Sickle,Chain & Sickle,https://static.wikia.nocookie.net/dynastywarriors/images/6/64/Chain_%26_Sickle_-_2nd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174606
Shadow Sickle,Chain & Sickle,https://static.wikia.nocookie.net/dynastywarriors/images/9/91/Chain_%26_Sickle_-_4th_Weapon_%28DW8%29.png/revision/latest?cb=20161005174606
Alluring Thorns,Chain Whip,https://static.wikia.nocookie.net/dynastywarriors/images/9/96/Chain_Whip_-_DLC_Weapon_2_%28DW8%29.png/revision/latest?cb=20161005174644
Boltbringer,Chain Whip,https://static.wikia.nocookie.net/dynastywarriors/images/c/cf/Chain_Whip_-_2nd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174642
Dragon Bone,Chain Whip,https://static.wikia.nocookie.net/dynastywarriors/images/3/3c/Chain_Whip_-_4th_Weapon_%28DW8%29.png/revision/latest?cb=20161005174642
Earthshaker,Chain Whip,https://static.wikia.nocookie.net/dynastywarriors/images/7/76/Chain_Whip_-_3rd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174642
Graceful Aster,Chain Whip,https://static.wikia.nocookie.net/dynastywarriors/images/a/ac/Chain_Whip_-_6th_Weapon_%28DW8XL%29.png/revision/latest?cb=20161005174643
Iron Whip,Chain Whip,https://static.wikia.nocookie.net/dynastywarriors/images/7/74/Chain_Whip_-_1st_Weapon_%28DW8%29.png/revision/latest?cb=20161005174608
Jeweled Whip,Chain Whip,https://static.wikia.nocookie.net/dynastywarriors/images/7/76/Chain_Whip_-_3rd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174642
Phoenix Spine,Chain Whip,https://static.wikia.nocookie.net/dynastywarriors/images/6/63/Chain_Whip_-_5th_Weapon_%28DW8%29.png/revision/latest?cb=20161005174643
Steel Whip,Chain Whip,https://static.wikia.nocookie.net/dynastywarriors/images/c/cf/Chain_Whip_-_2nd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174642
Toy Serpents,Chain Whip,https://static.wikia.nocookie.net/dynastywarriors/images/a/af/Chain_Whip_-_DLC_Weapon_%28DW8%29.png/revision/latest?cb=20161005174644
Demon Chakram,Circle Blade,https://static.wikia.nocookie.net/dynastywarriors/images/7/76/Circle_Blade_-_4th_Weapon_%28DW8%29.png/revision/latest?cb=20161005174717
Dragon Slicer,Circle Blade,https://static.wikia.nocookie.net/dynastywarriors/images/d/dc/Circle_Blade_-_DLC_Weapon_2_%28DW8%29.png/revision/latest?cb=20161005174719
Flashing Wind God,Circle Blade,https://static.wikia.nocookie.net/dynastywarriors/images/5/5a/Circle_Blade_-_6th_Weapon_%28DW8XL%29.png/revision/latest?cb=20161005174718
Gleaming Dawn,Circle Blade,https://static.wikia.nocookie.net/dynastywarriors/images/f/f3/Circle_Blade_-_3rd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174645
Goblin Chakram,Circle Blade,https://static.wikia.nocookie.net/dynastywarriors/images/9/99/Circle_Blade_-_5th_Weapon_%28DW8%29.png/revision/latest?cb=20161005174717
Hazard Triangle,Circle Blade,https://static.wikia.nocookie.net/dynastywarriors/images/5/5e/Circle_Blade_-_DLC_Weapon_%28DW8%29.png/revision/latest?cb=20161005174718
Iron Chakram,Circle Blade,https://static.wikia.nocookie.net/dynastywarriors/images/d/d0/Circle_Blade_-_1st_Weapon_%28DW8%29.png/revision/latest?cb=20161005174644
Nightcleaver,Circle Blade,https://static.wikia.nocookie.net/dynastywarriors/images/d/d0/Circle_Blade_-_1st_Weapon_%28DW8%29.png/revision/latest?cb=20161005174644
Shredding Chakram,Circle Blade,https://static.wikia.nocookie.net/dynastywarriors/images/f/f3/Circle_Blade_-_3rd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174645
Steel Chakram,Circle Blade,https://static.wikia.nocookie.net/dynastywarriors/images/b/b4/Circle_Blade_-_2nd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174645
Demon Summoners,Claws,https://static.wikia.nocookie.net/dynastywarriors/images/5/5f/Claws_-_6th_Weapon_%28DW8XL%29.png/revision/latest?cb=20161005174808
Digger,Claws,https://static.wikia.nocookie.net/dynastywarriors/images/1/1a/Claws_-_DLC_Weapon_%28DW8%29.png/revision/latest?cb=20161005174808
Elegant Claws,Claws,https://static.wikia.nocookie.net/dynastywarriors/images/b/b9/Claws_-_5th_Weapon_%28DW8%29.png/revision/latest?cb=20161005174721
Flowery Rage,Claws,https://static.wikia.nocookie.net/dynastywarriors/images/6/6e/Claws_-_1st_Weapon_%28DW8%29.png/revision/latest?cb=20161005174719
Ghostly Claws,Claws,https://static.wikia.nocookie.net/dynastywarriors/images/d/d8/Claws_-_4th_Weapon_%28DW8%29.png/revision/latest?cb=20161005174720
Iron Claws,Claws,https://static.wikia.nocookie.net/dynastywarriors/images/6/6e/Claws_-_1st_Weapon_%28DW8%29.png/revision/latest?cb=20161005174719
Jade Claws,Claws,https://static.wikia.nocookie.net/dynastywarriors/images/1/1d/Claws_-_DLC_Weapon_2_%28DW8%29.png/revision/latest?cb=20161005174809
Leopard Claws,Claws,https://static.wikia.nocookie.net/dynastywarriors/images/b/b4/Claws_-_3rd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174720
Reckless Light,Claws,https://static.wikia.nocookie.net/dynastywarriors/images/b/b4/Claws_-_3rd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174720
Steel Claws,Claws,https://static.wikia.nocookie.net/dynastywarriors/images/9/94/Claws_-_2nd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174719
Boulderstrike,Club,https://static.wikia.nocookie.net/dynastywarriors/images/e/e1/Club_-_1st_Weapon_%28DW8%29.png/revision/latest?cb=20161005174809
Bull Club,Club,https://static.wikia.nocookie.net/dynastywarriors/images/a/aa/Club_-_5th_Weapon_%28DW8%29.png/revision/latest?cb=20161005174811
Crystal Cleaver,Club,https://static.wikia.nocookie.net/dynastywarriors/images/f/fe/Club_-_6th_Weapon_%28DW8XL%29.png/revision/latest?cb=20161005174811
Demonic Club,Club,https://static.wikia.nocookie.net/dynastywarriors/images/4/40/Club_-_DLC_Weapon_2_%28DW8%29.png/revision/latest?cb=20161005174906
Heavenly Summit,Club,https://static.wikia.nocookie.net/dynastywarriors/images/3/37/Club_-_3rd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174810
Hex Club,Club,https://static.wikia.nocookie.net/dynastywarriors/images/e/e1/Club_-_1st_Weapon_%28DW8%29.png/revision/latest?cb=20161005174809
Holy Comet,Club,https://static.wikia.nocookie.net/dynastywarriors/images/f/ff/Club_-_4th_Weapon_%28DW8%29.png/revision/latest?cb=20161005174810
Roast Chicken,Club,https://static.wikia.nocookie.net/dynastywarriors/images/8/8d/Club_-_DLC_Weapon_%28DW8%29.png/revision/latest?cb=20161005174811
Stone Crusher,Club,https://static.wikia.nocookie.net/dynastywarriors/images/3/37/Club_-_3rd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174810
Studded Club,Club,https://static.wikia.nocookie.net/dynastywarriors/images/7/7c/Club_-_2nd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174809
Ascending Dragon,Crescent Blade,https://static.wikia.nocookie.net/dynastywarriors/images/6/6c/Crescent_Blade_-_1st_Weapon_%28DW8%29.png/revision/latest?cb=20161005174910
Beam Slicer,Crescent Blade,https://static.wikia.nocookie.net/dynastywarriors/images/d/d0/Crescent_Blade_-_DLC_Weapon_%28DW8%29.png/revision/latest?cb=20161005175006
Dragon Blade,Crescent Blade,https://static.wikia.nocookie.net/dynastywarriors/images/8/8b/Crescent_Blade_-_4th_Weapon_%28DW8%29.png/revision/latest?cb=20161005175005
Godly Dragon,Crescent Blade,https://static.wikia.nocookie.net/dynastywarriors/images/3/3b/Crescent_Blade_-_5th_Weapon_%28DW8%29.png/revision/latest?cb=20161005175005
Green Dragon,Crescent Blade,https://static.wikia.nocookie.net/dynastywarriors/images/7/77/Crescent_Blade_-_3rd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174911
Heavenly Dragon,Crescent Blade,https://static.wikia.nocookie.net/dynastywarriors/images/3/33/Crescent_Blade_-_6th_Weapon_%28DW8XL%29.png/revision/latest?cb=20161005175005
Long Halberd,Crescent Blade,https://static.wikia.nocookie.net/dynastywarriors/images/6/6c/Crescent_Blade_-_1st_Weapon_%28DW8%29.png/revision/latest?cb=20161005174910
Moonarc,Crescent Blade,https://static.wikia.nocookie.net/dynastywarriors/images/7/77/Crescent_Blade_-_3rd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174911
Steel Halberd,Crescent Blade,https://static.wikia.nocookie.net/dynastywarriors/images/6/61/Crescent_Blade_-_2nd_Weapon_%28DW8%29.png/revision/latest?cb=20161005174910
Twilight Dragon,Crescent Blade,https://static.wikia.nocookie.net/dynastywarriors/images/7/7b/Crescent_Blade_-_DLC_Weapon_2_%28DW8%29.png/revision/latest?cb=20161005175006
Arctic Storm,Crossbow,https://static.wikia.nocookie.net/dynastywarriors/images/5/56/Crossbow_-_3rd_Weapon_%28DW8%29.png/revision/latest?cb=20161005175054
Eagle Claw,Crossbow,https://static.wikia.nocookie.net/dynastywarriors/images/e/e5/Crossbow_-_4th_Weapon_%28DW8%29.png/revision/latest?cb=20161005175055
